1, กระบี่, โรงเรียนอนุบาลกระบี่ ถนนท่าเรือ อำเภอเมืองกระบี่
2, กระบี่, โรงเรียนอ่าวลึกประชาสรรค์ อำเภออ่าวลึก
3, กระบี่, หอประชุมโรงเรียนคลองท่อมราษฎร์รังสรรค์ อำเภอคลองท่อม
1, กรุงเทพ, บริเวณลานจอดรถสำนักงานเขตพระนคร
1, กรุงเทพ, บริเวณสำนักงานเขตป้อมปราบศัตรูพ่าย
1, กรุงเทพ, บริเวณสำนักงานเขตสัมพันธวงศ์
1, กรุงเทพ, บริเวณภายในวชิราวุธวิทยาลัย
1, กรุงเทพ, บริเวณสโมสรสมาคมใหหนำแห่งประเทศไทย
2, กรุงเทพ, บริเวณสมาคมแต้จิ๋วแห่งประเทศไทย
2, กรุงเทพ, รอยัล พารากอน ฮอลล์ ชั้น 5 ศูนย์การค้าสยามพารากอน
2, กรุงเทพ, บริเวณสำนักงานเขตราชเทวี
3, กรุงเทพ, โรงจอดรถ ชั้น 1 สำนักงานเขตบางคอแหลม
3, กรุงเทพ, เต็นท์ลานจอดรถโลตัสพระราม3(ฝั่งถนนนราธิวาสราชนครินทร์)
4, กรุงเทพ, บริเวณสำนักงานเขตคลองเตย
4, กรุงเทพ, ลานจอดรถวัดธาตุทอง พระอารามหลวง
5, กรุงเทพ, อาคารและเต้นท์บริเวณสำนักงานเขตห้วยขวาง
5, กรุงเทพ, โรงเรียนบดินทรเดชา (สิงห์ สิงหเสนี)
6, กรุงเทพ, อาคารกีฬาเวสน์ 1 และ อาคารกีฬาเวสน์ 2 ศูนย์เยาวชนกรุงเทพมหานคร (ไทย-ญี่ปุ่น) ดินแดง
6, กรุงเทพ, อาคารลานอเนกประสงค์ กรมประชาสัมพันธ์
7, กรุงเทพ, บริเวณสำนักงานเขตบางซื่อ
7, กรุงเทพ, บริเวณภายในวชิราวุธวิทยาลัย
8, กรุงเทพ, บริเวณสำนักงานเขตหลักสี่
8, กรุงเทพ, มหาวิทยาลัยราชภัฏจันทรเกษม
9, กรุงเทพ, บริเวณสำนักงานเขตหลักสี่
9, กรุงเทพ, บริเวณลานจอดรถสำนักงานเขตบางเขน
9, กรุงเทพ, มหาวิทยาลัยราชภัฏจันทรเกษม
10, กรุงเทพ, บริเวณวิทยาลัยเทคนิคดอนเมือง
11, กรุงเทพ, เต็นท์บริเวณลานจอดรถสำนักงานเขตสายไหม
12, กรุงเทพ, เต็นท์บริเวณลานจอดรถสำนักงานเขตสายไหม
12, กรุงเทพ, เต็นท์บริเวณลานจอดรถสำนักงานเขตบางเขน
12, กรุงเทพ, เต๊นท์บริเวณลานสอนขับรถยนต์ข้างสำนักงานเขตลาดพร้าว
13, กรุงเทพ, เต๊นท์บริเวณลานสอนขับรถยนต์ข้างสำนักงานเขตลาดพร้าว (ถนนนาคนิวาส)
13, กรุงเทพ, บริเวณสำนักงานเขตบึงกุ่ม
14, กรุงเทพ, บริเวณมหาวิทยาลัยรามคำแหง (หัวหมาก)
14, กรุงเทพ, บริเวณโรงเรียนบดินทรเดชา (สิงห์ สิงหเสนี)
15, กรุงเทพ, บริเวณสำนักงานเขตคันนายาว
15, กรุงเทพ, บริเวณสำนักงานเขตบึงกุ่ม
16, กรุงเทพ, บริเวณลานจอดรถ สำนักงานเขตคลองสามวา
17, กรุงเทพ, บริเวณลานจอดรถ สำนักงานเขตคลองสามวา
17, กรุงเทพ, บริเวณลานจอดรถ สำนักงานเขตคลองสามวา
18, กรุงเทพ, โรงเรียนวัดหนองจอก (ภักดีนรเศรษฐ)
18, กรุงเทพ, สำนักงานเขตลาดกระบัง (ชั่วคราว) ระหว่างซอยลาดกระบัง 9/1 และ ซอยลาดกระบัง 9/2
18, กรุงเทพ, บริเวณสวนเฉลิมพระเกียรติ ร.9 และโรงเรียนมีนบุรี
19, กรุงเทพ, บริเวณสำนักงานเขตสะพานสูง
19, กรุงเทพ, บริเวณสวนเฉลิมพระเกียรติ ร.9
20, กรุงเทพ, สำนักงานเขตลาดกระบัง (ชั่วคราว) ระหว่างซอยลาดกระบัง 9/1 และซอย ลาดกระบัง 9/2
21, กรุงเทพ, .บริเวณสำนักงานเขตสะพานสูง
21, กรุงเทพ, โรงเรียนมัธยมสุวิทย์เสรีอนุสรณ์
22, กรุงเทพ, โรงเรียนมัธยมสุวิทย์เสรีอนุสรณ์
22, กรุงเทพ, โรงเรียนเตรียมอุดมศึกษาพัฒนาการ
23, กรุงเทพ, โรงเรียนพระโขนงพิทยาลัย
23, กรุงเทพ, บริเวณสำนักงานเขตบางนา
24, กรุงเทพ, บริเวณสวนป่าเฉลิมพระเกียรติใต้สะพานสมเด็จพระเจ้าตากสินมหาราช
24, กรุงเทพ, บริเวณสำนักงานเขตราษฎร์บูรณะ และบริเวณวัดราษฎร์บูรณะ
24, กรุงเทพ, ศูนย์เยาวชนวัดเวฬุราชิณ
25, กรุงเทพ, .ศูนย์กีฬาเฉลิมพระเกียรติ ฯ
25, กรุงเทพ, บริเวณสำนักงานเขตราษฎร์บูรณะและบริเวณวัดราษฎร์บูรณะ
26, กรุงเทพ, บริเวณพื้นที่สำนักงานเขตจอมทอง
26, กรุงเทพ, ห้องพระราม 2 ฮอลล์ ชั้น 4 ศูนย์การค้าเซ็นทรัลพลาซา พระราม 2
27, กรุงเทพ, ห้องพระราม 2 ฮอลล์ ชั้น 4 ศูนย์การค้าเซ็นทรัลพลาซา พระราม 2
27, กรุงเทพ, บริเวณสำนักงานเขตบางบอน
28, กรุงเทพ, บริเวณสำนักงานเขตหนองแขม
28, กรุงเทพ, บริเวณสำนักงานเขตบางบอน
28, กรุงเทพ, บริเวณสำนักงานเขตจอมทอง
29, กรุงเทพ, บริเวณสำนักงานเขตบางแค
29, กรุงเทพ, บริเวณสำนักงานเขตหนองแขม
30, กรุงเทพ, บริเวณลานจอดรถด้านหลังอาคารสำนักงานเขตภาษีเจริญ
30, กรุงเทพ, บริเวณสำนักงานเขตบางแค
31, กรุงเทพ, บริเวณสำนักงานเขตทวีวัฒนา
31, กรุงเทพ, บริเวณสำนักงานเขตตลิ่งชัน
32, กรุงเทพ, บริเวณวิทยาลัยเทคโนโลยีสยาม
32, กรุงเทพ, บริเวณลานจอดรถหลังอาคารสำนักงานเขตภาษีเจริญ
32, กรุงเทพ, ศูนย์เยาวชนวัดเวฬุราชิณ
32, กรุงเทพ, บริเวณสำนักงานเขตตลิ่งชัน
32, กรุงเทพ, ลานอเนกประสงค์สำนักงานเขตบางกอกน้อย
33, กรุงเทพ, บริเวณลานอเนกประสงค์สำนักงานเขตบางกอกน้อย
33, กรุงเทพ, บริเวณลานอเนกประสงค์สำนักงานเขตบางพลัด
1, กาญจนบุรี, อาคารศูนย์ท่องเที่ยวเชิงเกษตร (ข้างสำนักงานเกษตรจังหวัดกาญจนบุรี)
2, กาญจนบุรี, สโมรสรอำเภอท่าม่วง (ติดที่ทำการไปรษณีย์อำเภอท่าม่วง)
3, กาญจนบุรี, อาคารป้องกันและบรรเทาสาธารณภัย เทศบาลตำบลท่ามะกา อำเภอท่ามะกา
4, กาญจนบุรี, ศาลาประชาคมอำเภอเลาขวัญ
5, กาญจนบุรี, ศาลาประชาคมอำเภอไทรโยค
1, กาฬสินธุ์, หอประชุมเฉลิมพระเกียรติ 80 พรรษามหาราช ศาลากลางจังหวัดกาฬสินธุ์ (หลังเดิม)
2, กาฬสินธุ์, หอประชุมอำเภอยางตลาด
3, กาฬสินธุ์, หอประชุมอำเภอหนองกุงศรี
4, กาฬสินธุ์, หอประชุมอำเภอสหัสขันธ์
5, กาฬสินธุ์, อาคารเรียนโรงเรียนนามนราษฎร์สงเคราะห์ อำเภอนามน
6, กาฬสินธุ์, หอประชุมอำเภอกุฉินารายณ์
1, กำแพงเพชร, ศาลาอเนกประสงค์วัดพระบรมธาตุ พระอารามหลวง อำเภอเมืองกำแพงเพชร
2, กำแพงเพชร, หอประชุมอำเภอพรานกระต่าย
3, กำแพงเพชร, โดมหน้าที่ทำการองค์การบริหารส่วนตำบลคลองขลุง อำเภอคลองขลุง
4, กำแพงเพชร, หอประชุมเฉลิมพระเกียรติ 80 พรรษา อำเภอขาณุวรลักษบุรี
1, ขอนแก่น, ศูนย์ประชุมและแสดงสินค้านานาชาติขอนแก่น (ไคซ์)
2, ขอนแก่น, หอประชุมโรงเรียนขามแก่นนคร
3, ขอนแก่น, หอประชุมอำเภอกระนวน
4, ขอนแก่น, หอประชุม 100 ปี อำเภอน้ำพอง
5, ขอนแก่น, หอประชุมอำเภอภูเวียง
6, ขอนแก่น, หอประชุมอำเภอชุมแพ
7, ขอนแก่น, หอประชุมอเนกประสงค์อำเภอหนองเรือ
8, ขอนแก่น, หอประชุมอำเภอมัญจาคีรี
9, ขอนแก่น, หอประชุมอำเภอพล
10, ขอนแก่น, หอประชุมอำเภอหนองสองห้อง
11, ขอนแก่น, หอประชุมอำเภอบ้านไผ่
1, จันทบุรี, อาคารอเนกประสงค์เทศบาลตำบลพลับพลานารายณ์
2, จันทบุรี, อาคารอเนกประสงค์ โรงเรียนท่าใหม่ "พลูสวัสดิ์ราษฎร์นุกุล"
3, จันทบุรี, หอประชุมเฉลิมพระเกียรติ ร.9 เทศบาลตาบลปัถวี
1, ฉะเชิงเทรา, ศาลาจัตุรมุข และบริเวณสนามโดยรอบ หน้าศาลากลางจังหวัดฉะเชิงเทรา
2, ฉะเชิงเทรา, โดมโรงเรียนบางน้าเปรี้ยววิทยา (ด้านทิศตะวันตก)
3, ฉะเชิงเทรา, หอประชุมอำเภอสนามชัยเขต ที่ว่าการอำเภอสนามชัยเขต
4, ฉะเชิงเทรา, หอประชุมอำเภอบางปะกง บริเวณลานหน้าที่ว่าการอำเภอบางปะกง
1, ชลบุรี, บริเวณลานหน้าศาลากลางจังหวัดชลบุรี อำเภอเมืองชลบุรี
2, ชลบุรี, ศาลาประชาคมเทศบาลเมืองบ้านสวน อำเภอเมืองชลบุรี
3, ชลบุรี, อาคารโดมโรงเรียนพานทองสภาชนูปถัมภ์ อำเภอพานทอง
4, ชลบุรี, อาคารโดมโรงเรียนบ้านบึง "อุตสาหกรรมนุเคาระห์" อำเภอบ้านบึง
5, ชลบุรี, หอประชุมสวนสาธารณะเฉลิมพระเกียรติเทศบาลเมืองพนัสนิคม อำเภอพนัสนิคม
6, ชลบุรี, อาคารเรียนและอาคารโดมโรงเรียนเทศบาลบ้านศรีมหาราชา อำเภอศรีราชา
7, ชลบุรี, อาคารโดมโรงเรียนบึงศรีราชาพิทยาคม อำเภอศรีราชา
8, ชลบุรี, สนามกีฬาโรงเรียนเมืองพัทยา 2 อำเภอบางละมุง
8, ชลบุรี, อาคารโดมโรงเรียนบางละมุง อำเภอบางละมุง
9, ชลบุรี, อาคารโดมโรงเรียนเมืองพัทยา 7 อำเภอบางละมุง
10, ชลบุรี, อาคารโดมโรงเรียนสิงห์สมุทร ฝั่งมัธยมปลาย อำเภอสัตหีบ
1, ชัยนาท, โดม โรงเรียนชัยนาทพิทยาคม อำเภอเมืองชัยนาท
2, ชัยนาท, โรงเรียนหันคาพิทยาคม อำเภอหันคา
1, ชัยภูมิ, โดมสามเศียร มหาวิทยาลัยการกีฬาแห่งชาติ วิทยาเขตชัยภูมิ อำเภอเมืองชัยภูมิ
2, ชัยภูมิ, อาคารศูนย์กีฬาเฉลิมพระเกียรติเทศบาลตำบลจัตุรัส อำเภอจัตุรัส
3, ชัยภูมิ, หอประชุมอำเภอบำเหน็จณรงค์
4, ชัยภูมิ, หอประชุมอำเภอหนองบัวแดง (หลังใหม่)
5, ชัยภูมิ, อาคารอเนกประสงค์หน้าที่ว่าการอำเภอเกษตรสมบูรณ์
6, ชัยภูมิ, หอประชุมอำเภอภูเขียว
7, ชัยภูมิ, หอประชุมอำเภอแก้งคร้อ
1, ชุมพร, อาคาร 9 และอาคารอเนกประสงค์โดมเฟื่องฟ้า โรงเรียนสอาดเผดิมวิทยา ตำบลท่าตะเภา อำเภอเมืองชุมพร
2, ชุมพร, หอประชุมอเนกประสงค์โรงเรียนท่าแซะรัชดาภิเษก อำเภอท่าแซะ
3, ชุมพร, หอประชุมอำเภอหลังสวน
1, เชียงราย, หอประชุมใหญ่ มหาวิทยาลัยราชภัฏเชียงราย อำเภอเมืองเชียงราย
2, เชียงราย, อาคารกีฬาเฉลิมพระเกียรติ 72 พรรษา (อาคารโรงยิม) ศูนย์กีฬามหาวิทยาลัยแม่ฟ้าหลวง อำเภอเมืองเชียงราย
3, เชียงราย, หอประชุมที่ว่าการอำเภอแม่สรวย
4, เชียงราย, หอประชุมองค์การบริหารส่วนตำบลเมืองพาน อำเภอพาน
5, เชียงราย, หอประชุมที่ว่าการอำเภอขุนตาล
6, เชียงราย, หอประชุมที่ว่าการอำเภอแม่สาย
7, เชียงราย, หอประชุมที่ว่าการอำเภอเชียงแสน
1, เชียงใหม่, ศูนย์ประชุมและแสดงสินค้านานาชาติเชียงใหม่ อำเภอเมืองเชียงใหม่
2, เชียงใหม่, อาคารสายธารธรรม มหาวิทยาลัยพายัพ อำเภอเมืองเชียงใหม่
3, เชียงใหม่, โรงเรียนบ้านหนองโค้ง ตำบลต้นเปา อำเภอสันกำแพง
4, เชียงใหม่, มหาวิทยาลัยแม่โจ้อำเภอสันทราย
5, เชียงใหม่, สำนักงานเทศบาลสันโป่ง อำเภอแม่ริม
6, เชียงใหม่, หอประชุมเทศบาลตำบลเชียงดาว อำเภอเชียงดาว
7, เชียงใหม่, อาคารโดม โรงเรียนบ้านเวียงฝาง อำเภอฝาง
8, เชียงใหม่, อาคารอเนกประสงค์ โรงเรียนเทศบาลหางดง (ประชาคมสร้างสรรค์) (โรงยิม) อำเภอหางดง
9, เชียงใหม่, โรงเรียนศรีจอมทอง ตำบลดอยแก้ว อำเภอจอมทอง
10, เชียงใหม่, สำนักงานเทศบาลตำบลท่าข้าม อำเภอฮอด
1, ตรัง, โรงยิมเนเซียม 4,000 ที่นั่ง สนามกีฬาทุ่งแจ้ง ตำบลบางรัก อำเภอเมืองตรัง
2, ตรัง, โรงเรียนห้วยยอด (กลึงวิทยาคาร) ตำบลห้วยยอด อำเภอห้วยยอด
3, ตรัง, หอประชุมอำเภอปะเหลียน
4, ตรัง, อาคารคอซิมบี้ เทศบาลเมืองกันตัง อำเภอกันตัง
1, ตราด, ศูนย์แสดงสินค้าองค์การบริหารส่วนจังหวัดตราด
1, ตาก, อาคาร 111 ปี โรงเรียนตากพิทยาคม อำเภอเมืองตาก
2, ตาก, ลานหน้าที่ว่าการอำเภอแม่สอด
3, ตาก, หอประชุมที่ว่าการอำเภอแม่ระมาด
1, นครนายก, โรงเรียนนวมราชานุสรณ์ ตำบลท่าช้าง อำเภอเมืองนครนายก
2, นครนายก, อาคารอเนกประสงค์ศูนย์กีฬาเทศบาลตำบลองครักษ์ อำเภอองครักษ์
1, นครปฐม, ปะรำบริเวณหน้าที่ทำการองค์การบริหารส่วนตำบลบางแขม
2, นครปฐม, ปะรำบริเวณอุทยานการอาชีพชัยพัฒนาตำบลบ่อพลับอำเภอเมืองนครปฐม
3, นครปฐม, หอประชุมที่ว่าการอำเภอกำแพงแสน
4, นครปฐม, หอประชุมศาลาประชาคมอำเภอบางเลน
5, นครปฐม, ปะรำด้านข้างหอประชุมอำเภอนครชัยศรี
6, นครปฐม, อาคารปฏิบัติธรรมเฉลิมพระเกียรติ 84 พรรษา มหาราชา วัดไร่ขิง (ฝั่งโรงพยาบาลสามพราน (ไร่ขิง)) ตำบลไร่ขิง อำเภอสามพราน
1, นครพนม, หอประชุมที่ว่าการอำเภอศรีสงคราม
2, นครพนม, หอประชุมที่ว่าการอำเภอท่าอุเทน
2, นครพนม, ศาลาประชาคมยงใจยุทธ ศาลากลางจังหวัดนครพนม อำเภอเมืองนครพนม
3, นครพนม, หอประชุมที่ว่าการอำเภอธาตุพนม
3, นครพนม, หอประชุมโรงเรียนคาเตยอุปถัมภ์ อำเภอเมืองนครพนม
4, นครพนม, หอประชุมที่ว่าการอำเภอปลาปาก
1, นครราชสีมา, โคราช ฮอลล์ ชั้น 4 ศูนย์การค้าเซ็นทรัลพลาซานครราชสีมา อำเภอเมืองนครราชสีมา
2, นครราชสีมา, ศูนย์ฝึกอบรมตำรวจภูธร ภาค 3 อำเภอเมืองนครราชสีมา
3, นครราชสีมา, เทศบาลตำบลเมืองใหม่โคกกรวด อำเภอเมืองนครราชสีมา
4, นครราชสีมา, หอประชุมอำเภอสูงเนิน
5, นครราชสีมา, หอประชุมอำเภอสูงเนิน
6, นครราชสีมา, หอประชุมอำเภอบัวใหญ่
7, นครราชสีมา, หอประชุมอำเภอประทาย
8, นครราชสีมา, หอประชุมอำเภอพิมาย
9, นครราชสีมา, โดมโรงเรียนห้วยแถลงพิทยาคม อำเภอห้วยแถลง
10, นครราชสีมา, หอประชุมอำเภอโชคชัย
11, นครราชสีมา, หอประชุมอำเภอหนองบุญมาก
12, นครราชสีมา, หอประชุมอำเภอปักธงชัย
13, นครราชสีมา, หอประชุมมหาดไทย 100 ปี อำเภอสีคิ้ว
14, นครราชสีมา, ศาลาประชาคมเมืองปากช่อง อำเภอปากช่อง
15, นครราชสีมา, หอประชุมอำเภอด่านขุนทด
16, นครราชสีมา, หอประชุมอำเภอคง
1, นครศรีธรรมราช, โรงเรียนกัลยาณีศรีธรรมราช (อาคารโดม)
2, นครศรีธรรมราช, หอประชุมโรงเรียนพระพรหมพิทยานุสรณ์ อำเภอพระพรหม
3, นครศรีธรรมราช, ศาลาประชาคมที่ว่าการอำเภอปากพนัง
4, นครศรีธรรมราช, หอประชุมโรงเรียนชะอวด อำเภอชะอวด
5, นครศรีธรรมราช, ศาลาประชาคมที่ว่าการอำเภอร่อนพิบูลย์
6, นครศรีธรรมราช, โรงยิมเนเซียมเทศบาลเมืองทุ่งสง
7, นครศรีธรรมราช, โรงเรียนวัดท่ายาง อำเภอทุ่งใหญ่
8, นครศรีธรรมราช, ศาลาประชาคมที่ว่าการอำเภอฉวาง
9, นครศรีธรรมราช, ศาลาประชาคมที่ว่าการอำเภอท่าศาลา
10, นครศรีธรรมราช, ศาลาประชาคมที่ว่าการอำเภอสิชล (หลังเก่า)
1, นครสวรรค์, อาคารกีฬาอเนกประสงค์สนามกีฬาจังหวัดนครสวรรค์ 
2, นครสวรรค์, อาคารอเนกประสงค์คณะครุศาสตร์มหาวิทยาลัยราชภัฎนครสวรรค์(ศูนย์การศึกษาย่านมัทรี) 
3, นครสวรรค์, หอประชุมนิติธรรมคุณ โรงเรียนเก้าเลี้ยววิทยา อำเภอเก้าเลี้ยว 
4, นครสวรรค์, ศาลาประชาคมอำเภอท่าตะโก 
5, นครสวรรค์, ศาลาประชาคมอำเภอตาคลี 
6, นครสวรรค์, ศาลาประชาคมอำเภอลาดยาว
1, นนทบุรี, ศาลากลางจังหวัดนนทบุรี ตำบลบางกระสอ อำเภอเมืองนนทบุรี
2, นนทบุรี, บริเวณสนามกีฬาจังหวัดนนทบุรี (อบจ.นนทบุรี) ตำบลบางกร่าง อำเภอเมืองนนทบุรี
3, นนทบุรี, วัดหูช้าง ตำบลบางคูเวียง อำเภอบางกรวย
4, นนทบุรี, โรงเรียนชลประทานสงเคราะห์ ตำบลบางตลาด อำเภอปากเกร็ด
5, นนทบุรี, วัดสาลีโขภิตาราม หมู่ที่ 3 ตำบลบางพลับ อำเภอปากเกร็ด
6, นนทบุรี, อาคารโดมเทศบาลเมืองบางแม่นาง หมู่ที่ 4 ตำบลบางแม่นาง อำเภอบางใหญ่
7, นนทบุรี, อาคารอเนกประสงค์เทศบาลเมืองพิมลราช ตำบลพิมลราช อำเภอบางบัวทอง
8, นนทบุรี, เทศบาลเมืองบางคูรัด ตำบลบางคูรัด อำเภอบางบัวทอง
1, นราธิวาส, อาคาร 6 โรงเรียนนราธิวาส อำเภอเมืองนราธิวาส
2, นราธิวาส, อาคารรื่นอรุณ เทศบาลเมืองสุไหงโก-ลก อำเภอสุไหงโก-ลก
3, นราธิวาส, อาคารเรียนโรงเรียนเวียงสุวรรณวิทยาคม อำเภอแว้ง
4, นราธิวาส, หอประชุมอำภอระแงะ
5, นราธิวาส, หอประชุมอำเภอบาเจาะ
1, น่าน, อาคารภักดีนวมินทร์ วิทยาลัยเทคนิคน่าน อำเภอเมืองน่าน
2, น่าน, อาคารสาราธิคุณ โรงเรียนสา อำเภอเวียงสา
3, น่าน, ห้องประชุมชมพูภูคา วิทยาลัยเทคนิคปัว อำเภอปัว
1, บึงกาฬ, อาคารสำราญรมย์ โรงเรียนบึงกาฬ อำเภอเมืองบึงกาฬ
2, บึงกาฬ, อาคาร 5 โรงเรียนเซกา อำเภอเซกา
